brand,kilometers,model,transmission,year
Mazda,178000.0,ALLEGRO,Mecánica,2007.0
Mazda,120500.0,CX-7,Automática,2007.0
Chevrolet,210000.0,D-Max,Mecánica,2007.0
Renault,64000.0,Clio,Mecánica,2007.0
Nissan,120000.0,X-Trail,Automática,2007.0
Toyota,160000.0,Prado,Automática,2007.0
Renault,120000.0,Megane 2,Automática,2007.0
Toyota,124000.0,Fortuner,Automática,2007.0
Chevrolet,310403.0,LUV,Mecánica,2007.0
Toyota,184000.0,Hilux,Mecánica,2007.0
Nissan,210000.0,Urvan,Mecánica,2007.0
Chevrolet,167000.0,Grand Vitara,Automática,2007.0
Renault,120000.0,Megane 2,Mecánica,2007.0
Nissan,142617.0,Pathfinder,Automática,2007.0
Toyota,148000.0,RAV4,Automática,2007.0
Mazda,107000.0,ALLEGRO,Mecánica,2007.0
Chevrolet,157000.0,Corsa,Mecánica,2007.0
Chevrolet,145240.0,Corsa,Mecánica,2007.0
Subaru,100000.0,Impreza,Mecánica,2007.0
Peugeot,132726.0,206,Automática,2007.0
Chevrolet,132000.0,Optra,Mecánica,2007.0
BMW,123000.0,Serie 5,Automática,2007.0
Ford,130263.0,F650 Super Crewzer,Automática,2007.0
Volkswagen,97658.0,Jetta,Mecánica,2007.0
Subaru,121000.0,Impreza,Mecánica,2007.0
Chevrolet,222000.0,LUV,Mecánica,2007.0
Chevrolet,177000.0,Grand Vitara,Automática,2007.0
Honda,197000.0,CR-V,Automática,2007.0
Jeep,115000.0,Patriot,Mecánica,2007.0
Subaru,111000.0,Impreza,Mecánica,2007.0
Kia,134000.0,Carens,Automática,2007.0
BMW,96000.0,Serie 3,Mecánica,2007.0
Ford,122941.0,Ecosport,Mecánica,2007.0
Mazda,122788.0,B2600 4x4,Mecánica,2007.0
Ford,161000.0,Ecosport,Mecánica,2007.0
Renault,102000.0,Logan,Mecánica,2007.0
Nissan,146642.0,Patrol,Mecánica,2007.0
Toyota,161000.0,Hilux,Mecánica,2007.0
Chevrolet,62500.0,Super carry,Mecánica,2007.0
Mazda,110000.0,3,Automática,2007.0
Mazda,138000.0,CX-3,Automática,2007.0
Ford,83000.0,Explorer,Automática,2007.0
Toyota,133000.0,Prado,Mecánica,2007.0
Volkswagen,100000.0,Saveiro,Mecánica,2007.0
BMW,86000.0,X3,Automática,2007.0
Chevrolet,163000.0,Aveo,Mecánica,2007.0
Ssangyong,1900000.0,Rexton,Automática,2007.0
Mitsubishi,190000.0,Montero,Mecánica,2007.0
Chevrolet,125000.0,Hatchback,Mecánica,2007.0
Toyota,220000.0,Prado,Mecánica,2007.0
Mercedes-Benz,50000.0,Clase C,Mecánica,2007.0
BMW,142000.0,X5,Automática,2007.0
Hafei,1.0,Ruiyi,Mecánica,2007.0
Chevrolet,142600.0,Aveo,Mecánica,2007.0
Renault,210000.0,Megane,Mecánica,2007.0
Renault,150000.0,Megane 2,Mecánica,2007.0
Chana,282000.0,Star,Mecánica,2007.0
Chevrolet,10000.0,Spark,Mecánica,2007.0
Hyundai,159000.0,Getz,Mecánica,2007.0
Chevrolet,198000.0,Optra,Mecánica,2007.0
Nissan,153000.0,Tiida,Automática,2007.0
Ssangyong,165000.0,Kyron,Mecánica,2007.0
Renault,196000.0,Logan,Mecánica,2007.0
Chevrolet,206127.0,Spark,Mecánica,2007.0
Renault,165000.0,Logan,Mecánica,2007.0
Mitsubishi,147000.0,Montero,Mecánica,2007.0
Honda,215248.0,Fit,Mecánica,2007.0
Renault,129000.0,Twingo,Mecánica,2007.0
Toyota,178000.0,Hilux,Mecánica,2007.0
Renault,143807.0,Megane,Mecánica,2007.0
Chevrolet,186700.0,Spark,Mecánica,2007.0
Chevrolet,192000.0,Optra,Mecánica,2007.0
Nissan,125000.0,Patrol,Mecánica,2007.0
Mazda,140000.0,3,Automática,2007.0
BMW,200000.0,Serie 2,Automática,2007.0
Chevrolet,117000.0,Zafira,Mecánica,2007.0
Renault,173000.0,Megane,Mecánica,2007.0
Chevrolet,218000.0,D-Max,Mecánica,2007.0
Chevrolet,19600.0,2007,Mecánica,2007.0
Ford,41000.0,Ecosport,Mecánica,2007.0
Chevrolet,161515.0,Spark,Mecánica,2007.0
Toyota,160000.0,Prado,Mecánica,2007.0
Chevrolet,160000.0,Aveo,Mecánica,2007.0
Volkswagen,195000.0,Bora,Automática,2007.0
Renault,434245.0,Symbol,Mecánica,2007.0
Renault,184.0,Logan,Mecánica,2007.0
Renault,86000.0,Symbol,Mecánica,2007.0
Chevrolet,120000.0,Optra,Mecánica,2007.0
Renault,268800.0,Kangoo,Mecánica,2007.0
Citroën,140000.0,C5,Automática,2007.0
Mercedes-Benz,110000.0,Clase C,Mecánica,2007.0
Chevrolet,160000.0,2007,Mecánica,2007.0
Citroën,97000.0,C3,Mecánica,2007.0
Chevrolet,206500.0,D-Max,Mecánica,2007.0
Kia,208000.0,Sportage,Mecánica,2007.0
Chevrolet,13800.0,Spark,Mecánica,2007.0
Volvo,78000.0,S80,Mecánica,2007.0
Skoda,160000.0,Fabia,Mecánica,2007.0
Renault,89200.0,Logan,Mecánica,2007.0
Chevrolet,1.0,LUV,Mecánica,2007.0
Renault,216000.0,Twingo,Mecánica,2007.0
Chevrolet,140000.0,Aveo,Mecánica,2007.0
Nissan,135000.0,Tiida,Mecánica,2007.0
Chevrolet,251458.0,D-Max,Mecánica,2007.0
Chevrolet,115000.0,Corsa,Mecánica,2007.0
Chevrolet,195.0,Corsa,Mecánica,2007.0
Chevrolet,147000.0,Optra,Mecánica,2007.0
Mazda,220000.0,ALLEGRO,Mecánica,2007.0
Nissan,124000.0,Pathfinder,Automática,2007.0
Chevrolet,198000.0,Aveo,Mecánica,2007.0
Renault,137000.0,Megane 2,Mecánica,2007.0
Chevrolet,124500.0,CHEVY C2,Automática,2007.0
Mazda,92000.0,6,Mecánica,2007.0
Jeep,150000.0,Grand Cherokee,Mecánica,2007.0
Volkswagen,140000.0,Bora,Mecánica,2007.0
Chevrolet,205000.0,Vitara,Mecánica,2007.0
Chevrolet,106000.0,Optra,Mecánica,2007.0
Renault,120000.0,Twingo,Mecánica,2007.0
Nissan,152000.0,Frontier,Mecánica,2007.0
Chevrolet,170000.0,Aveo,Mecánica,2007.0
Hyundai,136500.0,Tucson,Mecánica,2007.0
Renault,102000.0,Twingo,Mecánica,2007.0
Fiat,168000.0,Palio,Mecánica,2007.0
Chevrolet,210.0,Optra,Mecánica,2007.0
Nissan,135000.0,X-Trail,Mecánica,2007.0
Citroën,146000.0,C3,Mecánica,2007.0
Kia,165000.0,Sorento,Mecánica,2007.0
Chevrolet,163000.0,2007,Automática,2007.0
Toyota,198000.0,Prado,Mecánica,2007.0
Chevrolet,155000.0,Spark,Mecánica,2007.0
Chevrolet,127000.0,Vivant,Automática,2007.0
Toyota,75000.0,Prado,Automática,2007.0
Chevrolet,14200.0,Aveo,Mecánica,2007.0
Chana,109060.0,Star,Mecánica,2007.0
Toyota,175000.0,Prado,Mecánica,2007.0
Chevrolet,152000.0,Campero ChevrolJimmy,Mecánica,2007.0
Toyota,143000.0,Prado,Mecánica,2007.0
Hyundai,120000.0,Atos,Mecánica,2007.0
Volkswagen,129000.0,Crossfox,Mecánica,2007.0
Mazda,135.0,626,Mecánica,2007.0
Renault,1.0,Twingo,Mecánica,2007.0
Mazda,198000.0,3,Mecánica,2007.0
Chevrolet,162000.0,Aveo,Mecánica,2007.0
Peugeot,111800.0,206,Mecánica,2007.0
Renault,71300.0,Twingo,Mecánica,2007.0
Audi,186027.0,Q7,Automática,2007.0
Mazda,138000.0,MX6,Mecánica,2007.0
Mitsubishi,150000.0,Montero,Automática,2007.0
Mazda,224000.0,6,Mecánica,2007.0
Renault,117000.0,Twingo,Mecánica,2007.0
Citroën,145000.0,C3,Mecánica,2007.0
Chevrolet,90000.0,Optra,Automática,2007.0
Mazda,161000.0,B2600,Mecánica,2007.0
Chevrolet,132000.0,Vivant,Mecánica,2007.0
Chevrolet,90556.21355944383,Prado,Mecánica,2012.612294758021
Hyundai,400000.0,Starex,Mecánica,2007.0
Renault,174301.0,Symbol,Mecánica,2007.0
Ford,142000.0,Fusion,Automática,2007.0
Chevrolet,300000.0,Dmax 4x2,Mecánica,2007.0
Renault,229000.0,Twingo,Mecánica,2007.0
Toyota,163000.0,Hilux,Mecánica,2007.0
Mazda,150000.0,6,Mecánica,2007.0
Nissan,120000.0,Patrol,Automática,2007.0
Hyundai,180000.0,Getz,Mecánica,2007.0
Mazda,116000.0,ALLEGRO,Mecánica,2007.0
Mazda,300000.0,3,Mecánica,2007.0
Chevrolet,258000.0,LUV,Mecánica,2007.0
Chevrolet,206000.0,Optra,Mecánica,2007.0
Hyundai,193000.0,Santa Fe,Automática,2007.0
Hyundai,191000.0,Santa Fe,Mecánica,2007.0
Kia,175600.0,Grand Carnival Sedona,Automática,2007.0
BMW,92000.0,X3,Mecánica,2007.0
Renault,131000.0,Clio,Automática,2007.0
Chevrolet,175000.0,Aveo,Mecánica,2007.0
Mazda,163000.0,3,Mecánica,2007.0
Hyundai,243661.0,Starex,Mecánica,2007.0
Renault,69000.0,Logan,Mecánica,2007.0
BMW,91200.0,Serie 3,Mecánica,2007.0
Ford,150000.0,Fusion,Automática,2007.0
Renault,190000.0,Logan,Mecánica,2007.0
Mazda,213500.0,3,Mecánica,2007.0
Kia,157000.0,Sorento,Mecánica,2007.0
Chevrolet,10000.0,Super carry cargo,Mecánica,2007.0
Chevrolet,191000.0,Spark aa,Mecánica,2007.0
Chevrolet,206000.0,Spark 2007,Mecánica,2007.0
Chevrolet,172000.0,Aveo,Mecánica,2007.0
Chevrolet,109800.0,Aveo,Mecánica,2007.0
Ford,145000.0,Escape,Automática,2007.0
Renault,147000.0,Twingo,Mecánica,2007.0
Volkswagen,167000.0,Gol,Mecánica,2007.0
Chevrolet,132000.0,Limited,Automática,2007.0
Nissan,220000.0,D-22,Mecánica,2007.0
Chevrolet,215396.0,D-Max,Mecánica,2007.0
Skoda,102000.0,Fabia,Mecánica,2007.0
Toyota,196000.0,Corolla,Mecánica,2007.0
Mazda,178000.0,ALLEGRO,Mecánica,2007.0
Toyota,150000.0,Prado,Mecánica,2007.0
Toyota,158000.0,Prado,Mecánica,2007.0
Ford,125000.0,Escape,Automática,2007.0
Toyota,185000.0,Prado,Mecánica,2007.0
Toyota,185000.0,Prado,Mecánica,2007.0
Daihatsu,168000.0,Terios,Mecánica,2007.0
Toyota,183605.0,Hilux,Automática,2008.0
Ford,110000.0,Fusion,Automática,2008.0
Chevrolet,136000.0,Zafira,Mecánica,2008.0
Nissan,63000.0,Almera,Mecánica,2008.0
Kia,140000.0,Carens,Automática,2008.0
Ssangyong,147000.0,Rexton,Automática,2008.0
Nissan,119000.0,Sentra,Automática,2008.0
Toyota,166000.0,Prado,Mecánica,2008.0
Chevrolet,113000.0,Optra,Automática,2008.0
Mercedes-Benz,65000.0,Clase CLS,Automática,2008.0
Audi,71775.0,A5,Automática,2008.0
Chevrolet,141000.0,Vivant,Mecánica,2008.0
Toyota,21000.0,Hilux,Mecánica,2008.0
Hyundai,189000.0,Getz,Mecánica,2008.0
Ford,155419.0,Edge,Automática,2008.0
Volkswagen,153000.0,bora style,Automática,2008.0
Hyundai,142000.0,Elantra,Mecánica,2008.0
Volkswagen,91000.0,Jetta,Mecánica,2008.0
Mazda,187187.0,3,Mecánica,2008.0
Renault,121000.0,Clio,Mecánica,2008.0
Hyundai,130000.0,Veracruz,Mecánica,2008.0
Renault,165000.0,Scenic,Mecánica,2008.0
Ford,160000.0,Escape,Automática,2008.0
Nissan,202000.0,Frontier,Mecánica,2008.0
Volkswagen,140000.0,Jetta,Mecánica,2008.0
Mazda,150000.0,6,Mecánica,2008.0
Ford,159700.0,Ecosport,Mecánica,2008.0
Chevrolet,154000.0,Aveo five,Mecánica,2008.0
Mazda,143013.0,3,Mecánica,2008.0
Chevrolet,121000.0,D-Max,Mecánica,2008.0
Chevrolet,138000.0,Optra,Mecánica,2008.0
Hyundai,149192.0,Accent,Mecánica,2008.0
Hyundai,164000.0,Veracruz,Mecánica,2008.0
Chevrolet,161000.0,2008,Mecánica,2008.0
Renault,114000.0,Twingo,Mecánica,2008.0
Nissan,74000.0,Murano,Automática,2008.0
Nissan,231000.0,Frontier,Mecánica,2008.0
Suzuki,180550.0,Grand Vitara,Automática,2008.0
Renault,72200.0,Clio,Mecánica,2008.0
Renault,68000.0,Clio,Mecánica,2008.0
Toyota,161000.0,Hilux,Mecánica,2008.0
Mazda,280000.0,3,Mecánica,2008.0
Renault,105200.0,Megane,Mecánica,2008.0
Renault,132000.0,2008,Mecánica,2008.0
Chevrolet,113047.0,Optra,Mecánica,2008.0
Daihatsu,241560.0,Terios,Mecánica,2008.0
Hyundai,96176.0,Tucson,Mecánica,2008.0
Mazda,120000.0,B2600,Mecánica,2008.0
Chevrolet,187000.0,LUV,Mecánica,2008.0
Chevrolet,142000.0,LUV,Mecánica,2008.0
Chana,170658.0,Benni,Mecánica,2008.0
Subaru,135000.0,Tribeca,Automática,2008.0
Subaru,59000.0,Impreza,Mecánica,2008.0
Renault,118000.0,Symbol,Mecánica,2008.0
BMW,140000.0,X3,Mecánica,2008.0
Chevrolet,135231.0,Optra,Mecánica,2008.0
Hyundai,154000.0,Santa Fe,Automática,2008.0
Nissan,80000.0,Patrol,Automática,2008.0
Peugeot,147000.0,206,Mecánica,2008.0
Volkswagen,91171.0,Jetta,Mecánica,2008.0
Ford,133685.0,Escape,Automática,2008.0
Chevrolet,179500.0,LUV,Mecánica,2008.0
Renault,100000.0,Clio,Mecánica,2008.0
Mazda,121000.0,2,Automática,2008.0
Chevrolet,271400.0,Aveo,Mecánica,2008.0
Ford,135000.0,Ecosport,Mecánica,2008.0
Toyota,104500.0,Prado,Mecánica,2008.0
Renault,121800.0,Scénic,Automática,2008.0
Zotye,69000.0,Nomada,Mecánica,2008.0
Chevrolet,179000.0,Aveo,Mecánica,2008.0
Hyundai,272000.0,Accent,Mecánica,2008.0
Toyota,120000.0,Prado,Mecánica,2008.0
Mazda,112000.0,3,Mecánica,2008.0
Mazda,98000.0,3,Mecánica,2008.0
Hyundai,141000.0,Accent,Mecánica,2008.0
Mazda,150000.0,3,Mecánica,2008.0
Nissan,194605.0,Patrol,Automática,2008.0
Daihatsu,185000.0,Terios,Mecánica,2008.0
Mazda,68000.0,3,Mecánica,2008.0
Chevrolet,135820.0,Captiva,Automática,2008.0
Kia,119226.0,Sportage,Automática,2008.0
Renault,152000.0,Megane,Automática,2008.0
Renault,137000.0,Symbol,Automática,2008.0
Nissan,100000.0,X-Trail,Automática,2008.0
Audi,144000.0,A4,Automática,2008.0
Nissan,98000.0,Sentra,Automática,2008.0
Chevrolet,110000.0,Aveo,Mecánica,2008.0
Kia,175000.0,NEW SPORTAGE,Mecánica,2008.0
Mitsubishi,160000.0,Montero,Mecánica,2008.0
Hyundai,109000.0,Santa Fe,Automática,2008.0
Renault,100000.0,Clio,Mecánica,2008.0
Mazda,199000.0,3,Automática,2008.0
Renault,118000.0,Twingo,Mecánica,2008.0
BMW,90000.0,X3,Automática,2008.0
Chevrolet,1250000.0,Aveo,Mecánica,2008.0
Mazda,110000.0,CX-7,Mecánica,2008.0
Nissan,130000.0,Murano,Automática,2008.0
Mazda,147000.0,3,Mecánica,2008.0
Hyundai,590000.0,Atos,Mecánica,2008.0
Nissan,182000.0,X-Trail,Mecánica,2008.0
Renault,115000.0,Logan,Mecánica,2008.0
Renault,127000.0,Logan,Mecánica,2008.0
Wuling,24000.0,SAIC,Mecánica,2008.0
Renault,120000.0,Clio,Mecánica,2008.0
Kia,200000.0,2008,Automática,2008.0
Mazda,127000.0,3,Automática,2008.0
BMW,151000.0,Serie 3,Automática,2008.0
Chevrolet,104000.0,Optra,Mecánica,2008.0
Hyundai,100000.0,Atos,Mecánica,2008.0
Renault,12600.0,Twingo,Mecánica,2008.0
Chevrolet,153845.0,Epica,Mecánica,2008.0
Chevrolet,260000.0,D-Max,Mecánica,2008.0
Mitsubishi,132000.0,Montero,Mecánica,2008.0
Toyota,151000.0,Hilux,Mecánica,2008.0
Toyota,150250.0,Hilux,Mecánica,2008.0
Renault,113000.0,Megane,Mecánica,2008.0
Zhongxing,120000.0,Admiral,Mecánica,2008.0
Renault,102000.0,Megane 2,Mecánica,2008.0
Kia,127760.0,GRAND PREGGIO,Mecánica,2008.0
Ford,150000.0,Ecosport,Mecánica,2008.0
Hyundai,2.0,Accent,Mecánica,2008.0
Toyota,114500.0,Prado,Mecánica,2008.0
Chevrolet,150000.0,Optra,Mecánica,2008.0
Mazda,109000.0,3,Mecánica,2008.0
Chevrolet,125500.0,Aveo,Mecánica,2008.0
Chevrolet,104687.0,1000,Mecánica,2008.0
Daihatsu,155600.0,Sirion,Automática,2008.0
Mazda,83000.0,3,Mecánica,2008.0
Renault,105000.0,Twingo,Mecánica,2008.0
Mazda,159000.0,3,Mecánica,2008.0
Chevrolet,214000.0,Vitara,Mecánica,2008.0
Chevrolet,111111.0,Suburban,Automática,2008.0
Honda,120000.0,Civic,Mecánica,2008.0
Ford,180000.0,Ranger,Mecánica,2008.0
Hyundai,305000.0,Starex H1,Mecánica,2008.0
Renault,105000.0,Twingo,Mecánica,2008.0
Hyundai,150000.0,Elantra,Mecánica,2008.0
Chevrolet,191000.0,Spark,Mecánica,2008.0
Hyundai,81000.0,Accent,Mecánica,2008.0
Chevrolet,141000.0,GT,Mecánica,2008.0
Mazda,276466.0,BT-50,Mecánica,2008.0
Hafei,220000.0,Zhongyi,Mecánica,2008.0
Renault,160419.0,Logan,Mecánica,2008.0
Renault,80000.0,Twingo,Mecánica,2008.0
Peugeot,116100.0,307,Automática,2008.0
Renault,105000.0,Clio,Mecánica,2008.0
Kia,235000.0,Sportage,Mecánica,2008.0
Chevrolet,174000.0,Zafira,Mecánica,2008.0
Renault,167000.0,Megane,Mecánica,2008.0
Ford,33000.0,Mustang,Automática,2008.0
Audi,128000.0,A4,Automática,2008.0
Chevrolet,92500.0,AVEO EMOTION,Mecánica,2008.0
Mitsubishi,180000.0,Nativa,Mecánica,2008.0
Toyota,186000.0,hilux Vigo 2008,Mecánica,2008.0
Citroën,134000.0,C4,Mecánica,2008.0
BMW,102000.0,2008,Automática,2008.0
Ford,272000.0,Escape,Automática,2008.0
Chevrolet,147800.0,Aveo,Mecánica,2008.0
Nissan,149150.0,Tiida,Mecánica,2008.0
Toyota,158000.0,2008,Automática,2008.0
Chevrolet,195000.0,Aveo,Mecánica,2008.0
Toyota,27596.0,Hilux,Mecánica,2008.0
Chevrolet,159000.0,AVEO EMOTION,Mecánica,2008.0
Mazda,117000.0,3,Mecánica,2008.0
Renault,212500.0,Clio,Mecánica,2008.0
Renault,115000.0,Megane 2,Mecánica,2008.0
Chevrolet,15700.0,Optra,Automática,2008.0
Chevrolet,134000.0,AVEO EMOTION,Mecánica,2008.0
Chevrolet,168950.0,AVEO EMOTION,Mecánica,2008.0
Daihatsu,192000.0,Terios,Mecánica,2008.0
Hyundai,155000.0,Accent,Mecánica,2008.0
Chevrolet,149000.0,Optra,Mecánica,2008.0
Volkswagen,156000.0,Jetta,Mecánica,2008.0
Chevrolet,168000.0,Optra,Automática,2008.0
Jeep,119000.0,Wrangler,Mecánica,2008.0
Ford,330850.0,Ranger,Mecánica,2008.0
Spark,160000.0,2008,Mecánica,2008.0
Renault,136000.0,Clio,Mecánica,2008.0
Chana,200000.0,Minyi,Mecánica,2008.0
Kia,200000.0,Sportage,Mecánica,2008.0
Chevrolet,160000.0,Optra,Mecánica,2008.0
Chevrolet,10150.0,2008,Mecánica,2008.0
Renault,199000.0,Clio,Mecánica,2008.0
Renault,130000.0,Megane 2,Mecánica,2008.0
Kia,230300.0,Pregio,Mecánica,2008.0
Toyota,207597.0,Hilux,Mecánica,2008.0
Chevrolet,198000.0,Captiva,Mecánica,2008.0
Renault,123456.0,Symbol,Mecánica,2008.0
Mercedes-Benz,129000.0,Clase GL,Automática,2008.0
Mazda,123000.0,3,Mecánica,2008.0
Chevrolet,153000.0,Aveo,Mecánica,2008.0
Chevrolet,127000.0,Aveo,Mecánica,2008.0
Chevrolet,91500.0,Chevy,Mecánica,2008.0
Peugeot,110000.0,206,Mecánica,2008.0
Kia,180000.0,Rio,Mecánica,2008.0
Jeep,61000.0,Wrangler,Mecánica,2008.0
Ssangyong,170000.0,Rexton,Mecánica,2008.0
Chevrolet,23700.0,Vitara,Mecánica,2008.0
Chevrolet,137977.0,AVEO EMOTION,Mecánica,2008.0
Toyota,151500.0,Prado,Mecánica,2008.0
Hyundai,180640.0,Accent,Automática,2008.0
Volkswagen,111000.0,Jetta,Mecánica,2008.0
Renault,160000.0,Logan,Mecánica,2008.0
Chevrolet,164800.0,Aveo,Mecánica,2008.0
Renault,194000.0,Megane 2,Automática,2008.0
Zotye,180.0,Nomada,Mecánica,2008.0
Chevrolet,155000.0,Vitara,Mecánica,2008.0
Nissan,137000.0,Hatchback,Mecánica,2008.0
Renault,199300.0,Logan,Mecánica,2008.0
Renault,127000.0,Megane,Mecánica,2008.0
Toyota,180000.0,RAV4,Automática,2008.0
Chevrolet,87000.0,Chevrolet Aveo emoti,Mecánica,2008.0
Ford,102400.0,Escape,Automática,2008.0
Ford,103000.0,Escape xlt,Automática,2008.0
Chevrolet,101525.0,Spark,Mecánica,2008.0
Nissan,176500.0,Sentra,Automática,2008.0
Toyota,179000.0,Fortuner,Automática,2008.0
Toyota,131700.0,Fj Cruiser,Automática,2008.0
Renault,94000.0,Clio,Mecánica,2008.0
Chevrolet,100000.0,Optra,Mecánica,2008.0
Mitsubishi,145000.0,Lancer,Mecánica,2008.0
Kia,180000.0,Sportage,Mecánica,2008.0
Chevrolet,100000.0,Spark GT,Mecánica,2008.0
Ford,226000.0,Ecosport,Mecánica,2008.0
Renault,165000.0,Twingo,Mecánica,2008.0
Renault,178000.0,Twingo,Mecánica,2008.0
Hyundai,11500.0,Getz,Mecánica,2008.0
Chevrolet,183000.0,D-Max Cc2500,Mecánica,2008.0
Mazda,112000.0,5,Mecánica,2008.0
Hyundai,137000.0,Tucson,Mecánica,2008.0
Chevrolet,119000.0,Tahoe,Automática,2008.0
Hyundai,205000.0,Atos,Mecánica,2008.0
Hyundai,154000.0,Tucson,Mecánica,2008.0
Chevrolet,154000.0,2008,Mecánica,2008.0
Hyundai,132000.0,Tucson,Mecánica,2008.0
Chevrolet,45176.0,D-Max,Mecánica,2008.0
Ford,144000.0,Ecosport,Mecánica,2008.0
Hyundai,78000.0,Accent,Mecánica,2008.0
Chevrolet,160000.0,Aveo,Mecánica,2008.0
Toyota,217000.0,Toyota hilux  2008,Mecánica,2008.0
Hyundai,261000.0,Accent,Mecánica,2008.0
Mazda,157000.0,5,Mecánica,2008.0
Chevrolet,222300.0,Optra,Automática,2008.0
Mazda,126000.0,3,Mecánica,2008.0
Zotye,160000.0,Nomada,Mecánica,2008.0
Hyundai,164000.0,Tucson,Mecánica,2008.0
BMW,113000.0,Serie 1,Automática,2008.0
Renault,140000.0,Logan,Mecánica,2008.0
Toyota,218500.0,Hilux,Mecánica,2008.0
Mazda,219000.0,BT-50,Mecánica,2008.0
Chevrolet,46000.0,Aveo,Mecánica,2008.0
Toyota,165865.0,Hilux,Mecánica,2008.0
Chevrolet,133000.0,Chevy,Mecánica,2008.0
Shuanghuan,1.0,2008,Mecánica,2008.0
BMW,82000.0,Serie 1,Automática,2008.0
Changhe,97743.0,Ideal,Mecánica,2008.0
Ford,130000.0,Ranger,Mecánica,2008.0
Chevrolet,147000.0,Optra,Mecánica,2008.0
Kia,153000.0,Sorento,Automática,2008.0
Fiat,156000.0,Palio Adventure,Mecánica,2008.0
Zotye,212000.0,Nomada,Mecánica,2008.0
Toyota,138000.0,4Runner,Automática,2008.0
Hyundai,3.0,Tucson,Mecánica,2008.0
Chevrolet,138904.0,Optra,Mecánica,2008.0
Renault,94200.0,Twingo,Mecánica,2008.0
Ford,93000.0,Explorer,Automática,2008.0
Honda,190000.0,CR-V,Mecánica,2008.0
Mazda,96000.0,3,Mecánica,2008.0
Renault,11900.0,Logan,Mecánica,2008.0
Renault,143000.0,Clio,Mecánica,2008.0
BMW,115000.0,320i,Automática,2008.0
Chevrolet,154000.0,AVEO EMOTION,Mecánica,2008.0
Renault,118300.0,Twingo,Mecánica,2008.0
Renault,90700.0,Twingo,Mecánica,2008.0
Mazda,169000.0,3,Automática,2008.0
Chevrolet,180000.0,LUV,Mecánica,2008.0
Renault,160998.0,Megane,Mecánica,2008.0
Nissan,157000.0,Tiida,Mecánica,2008.0
Toyota,180000.0,SAHARA,Automática,2008.0
Chevrolet,154000.0,Zafira 2008,Mecánica,2008.0
Mitsubishi,129000.0,Montero,Mecánica,2008.0
Chevrolet,156000.0,Aveo,Mecánica,2008.0
Chevrolet,108800.0,Optra,Automática,2008.0
Mazda,123000.0,6,Mecánica,2008.0
Chana,291000.0,Star,Mecánica,2008.0
Chevrolet,108000.0,Spark,Mecánica,2008.0
Chevrolet,140000.0,Optra,Mecánica,2008.0
Toyota,47000.0,Highlander,Mecánica,2008.0
Peugeot,168000.0,206,Mecánica,2008.0
Ford,160000.0,Explorer,Automática,2008.0
Toyota,193000.0,Fortuner,Mecánica,2008.0
Peugeot,137000.0,307,Mecánica,2008.0
Renault,171.0,Logan,Mecánica,2008.0
Chevrolet,114000.0,Optra,Mecánica,2008.0
Nissan,85000.0,Tiida emotion,Mecánica,2008.0
Citroën,83000.0,C3,Mecánica,2008.0
Mazda,187929.0,2,Mecánica,2008.0
Kia,115000.0,Rio,Mecánica,2008.0
Toyota,87000.0,Hilux,Mecánica,2008.0
Suzuki,100000.0,Grand Vitara,Mecánica,2008.0
Mazda,116000.0,6,Mecánica,2008.0
BMW,128000.0,Serie 3,Mecánica,2008.0
Chevrolet,200000.0,Aveo gti limited 1.6,Mecánica,2008.0
Chevrolet,145528.0,2008,Mecánica,2008.0
DFM/DFSK,380000.0,Eq6380lf,Mecánica,2008.0
Chevrolet,142728.0,208,Mecánica,2008.0
Mercedes-Benz,85440.0,Clase C,Automática,2008.0
Toyota,92000.0,Prado,Mecánica,2008.0
Renault,90700.0,Symbol,Mecánica,2008.0
Toyota,133000.0,Hilux,Mecánica,2008.0
Chevrolet,80000.0,Zafira,Mecánica,2008.0
Hummer,100000.0,H3,Automática,2008.0
Ford,65600.0,Explorer,Automática,2008.0
Mazda,120000.0,Demio,Mecánica,2008.0
Chevrolet,140000.0,Aveo,Mecánica,2008.0
Mazda,205000.0,6,Mecánica,2008.0
Renault,110000.0,Megane,Mecánica,2008.0
Kia,170000.0,Sportage,Mecánica,2008.0
BMW,113000.0,Berlina,Automática,2008.0
Mazda,95000.0,2,Mecánica,2008.0
Toyota,188000.0,Hilux,Mecánica,2008.0
BMW,57000.0,Serie 3,Mecánica,2008.0
Nissan,6.0,Urvan,Automática,2008.0
Toyota,202500.0,Hilux,Mecánica,2008.0
Mercedes-Benz,127500.0,Clase C,Automática,2008.0
Honda,116000.0,CR-V,Mecánica,2008.0
Chevrolet,110000.0,Zafira,Mecánica,2008.0
Toyota,140000.0,Prado,Mecánica,2008.0
Kia,211000.0,Carens,Mecánica,2008.0
Susuki,20200.0,2008,Automática,2008.0
Renault,139000.0,Logan,Mecánica,2008.0
Renault,159000.0,Symbol,Mecánica,2008.0
Mazda,137000.0,5,Automática,2008.0
Chevrolet,97000.0,Optra,Automática,2008.0
Hyundai,96553.0,Accent,Mecánica,2008.0
Ford,121119.0,F-150,Automática,2008.0
Mazda,97000.0,BT-50,Mecánica,2008.0
Chevrolet,172000.0,Spark,Mecánica,2008.0
Chevrolet,500000.0,LUV,Mecánica,2008.0
Chevrolet,89000.0,Captiva,Mecánica,2008.0
